"Year","LEA","LEA Name","PublicSeniorInstitutions","PrivateSeniorInstitutions","CommunityTechnicalCollege","PrivateJuniorInstitutions","TradeBusinessNursing","Other","Total"
"2007","810","Rutherford County Schools","       137","        45","       313","*","        13","        91","       601"
"2007","81A","Thomas Jefferson Class Academy","         5","*","        10","*","*","*","        18"
"2007","820","Sampson County Schools","        63","        77","       170","*","        11","       115","       436"
"2007","821","Clinton City Schools","        77","         9","        57","*","*","        22","       166"
"2007","830","Scotland County Schools","       133","        42","       108","*","*","        82","       368"
"2007","83B","Laurinburg Homework Center Charter School","*","*","        10","*","*","        11","        21"
"2007","840","Stanly County Schools","       199","        72","       256","        14","        10","       106","       657"
"2007","84B","Gray Stone Day","        20","        10","         7","*","*","*","        38"
"2007","850","Stokes County Schools","       121","        60","       185","*","        13","        71","       451"
"2007","860","Surry County Schools","       110","        34","       328","*","        11","        62","       545"
"2007","861","Elkin City Schools","        31","        17","        24","*","*","*","        75"
"2007","862","Mount Airy City Schools","        44","         5","        63","*","*","         8","       120"
"2007","870","Swain County Schools","        27","         9","        46","*","*","        23","       108"
"2007","880","Transylvania County Schools","        74","        23","        77","*","*","        68","       242"
"2007","890","Tyrrell County Schools","        11","         9","        21","*","*","        14","        56"
"2007","900","Union County Public Schools","       749","       190","       688","        12","        51","       230","     1,920"
